NR.,CODICE UNIONE,REGIONE,PROVINCIA,DESCRIZIONE UNIONE DI COMUNI,DATA COSTITUZIONE,NR. COMUNI,COMUNI,POP. UOMINI,POP. DONNE,POP. TOTALE
6,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,RONCO BIELLESE,768,746,1514
7,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,ROSAZZA,45,42,87
8,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,SAGLIANO MICCA,780,874,1654
9,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,TAVIGLIANO,492,468,960
10,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,TERNENGO,142,156,298
11,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,TOLLEGNO,1292,1353,2645
12,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,ZUMAGLIA,543,586,1129
1,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,CAMBURZANO,588,639,1227
2,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,DONATO,357,362,719
3,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,GRAGLIA,768,820,1588
4,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,MAGNANO,197,181,378
5,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,MONGRANDO,1924,2053,3977
6,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,MUZZANO,290,324,614
7,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,NETRO,508,507,1015
8,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,OCCHIEPPO INFERIORE,1863,2117,3980
9,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,OCCHIEPPO SUPERIORE,1340,1481,2821
10,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,POLLONE,1034,1119,2153
11,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,SALA BIELLESE,304,323,627
12,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,SORDEVOLO,633,697,1330
13,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,TORRAZZO,107,117,224
14,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,ZIMONE,204,221,425
15,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,ZUBIENA,629,622,1251
1,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,BAROLO,328,377,705
2,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,CASTIGLIONE FALLETTO,363,345,708
3,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,DOGLIANI,2388,2417,4805
4,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,GRINZANE CAVOUR,948,990,1938
5,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,LA MORRA,1373,1345,2718
6,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,MONCHIERO,288,270,558
7,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,MONFORTE D'ALBA,1007,1035,2042
8,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,MONTELUPO ALBESE,257,274,531
9,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,NOVELLO,518,505,1023
10,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,RODDI,768,778,1546
11,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,RODDINO,198,179,377
12,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,RODELLO,501,503,1004
13,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,SERRALUNGA D'ALBA,276,248,524
14,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,SINIO,264,252,516
15,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,VERDUNO,284,293,577
1,1010276090,PIEMONTE,CUNEO,COMUNITA' COLLINARE ROERO TARTUFO ED ARNEIS,1-Gen-2011,3,MONTEU ROERO,822,845,1667
2,1010276090,PIEMONTE,CUNEO,COMUNITA' COLLINARE ROERO TARTUFO ED ARNEIS,1-Gen-2011,3,SANTO STEFANO ROERO,671,736,1407
3,1010276090,PIEMONTE,CUNEO,COMUNITA' COLLINARE ROERO TARTUFO ED ARNEIS,1-Gen-2011,3,VEZZA D'ALBA,1128,1078,2206
1,1010276260,PIEMONTE,CUNEO,UNIONE COLLINE DEL RIDDONE,20-Mag-2020,2,CORNELIANO D'ALBA,987,1050,2037
2,1010276260,PIEMONTE,CUNEO,UNIONE COLLINE DEL RIDDONE,20-Mag-2020,2,PIOBESI D'ALBA,626,622,1248
1,1010276210,PIEMONTE,CUNEO,UNIONE DEI COMUNI CASTELLI TRA ROERO E MONFERRATO,30-Dic-2015,3,CASTELLINALDO D'ALBA,459,438,897
2,1010276210,PIEMONTE,CUNEO,UNIONE DEI COMUNI CASTELLI TRA ROERO E MONFERRATO,30-Dic-2015,3,GOVONE,1034,1123,2157
3,1010276210,PIEMONTE,CUNEO,UNIONE DEI COMUNI CASTELLI TRA ROERO E MONFERRATO,30-Dic-2015,3,SAN MARTINO ALFIERI,362,350,712
1,1010276050,PIEMONTE,CUNEO,UNIONE DEI COMUNI TERRE DELLA PIANURA,1-Gen-2006,3,MARENE,1511,1544,3055
2,1010276050,PIEMONTE,CUNEO,UNIONE DEI COMUNI TERRE DELLA PIANURA,1-Gen-2006,3,MONASTEROLO DI SAVIGLIANO,656,701,1357
3,1010276050,PIEMONTE,CUNEO,UNIONE DEI COMUNI TERRE DELLA PIANURA,1-Gen-2006,3,SAVIGLIANO,10199,10736,20935
1,1010276030,PIEMONTE,CUNEO,UNIONE DEL FOSSANESE,1-Gen-2004,7,BENE VAGIENNA,1844,1827,3671
2,1010276030,PIEMONTE,CUNEO,UNIONE DEL FOSSANESE,1-Gen-2004,7,CERVERE,1075,1087,2162
3,1010276030,PIEMONTE,CUNEO,UNIONE DEL FOSSANESE,1-Gen-2004,7,FOSSANO,12281,12429,24710
4,1010276030,PIEMONTE,CUNEO,UNIONE DEL FOSSANESE,1-Gen-2004,7,GENOLA,1284,1312,2596
5,1010276030,PIEMONTE,CUNEO,UNIONE DEL FOSSANESE,1-Gen-2004,7,SALMOUR,370,336,706
6,1010276030,PIEMONTE,CUNEO,UNIONE DEL FOSSANESE,1-Gen-2004,7,SANT'ALBANO STURA,1213,1167,2380
7,1010276030,PIEMONTE,CUNEO,UNIONE DEL FOSSANESE,1-Gen-2004,7,TRINITA',1082,1106,2188
1,1010276200,PIEMONTE,CUNEO,UNIONE MONTANA ALPI DEL MARE,28-Set-2015,5,BOVES,4819,4906,9725
2,1010276200,PIEMONTE,CUNEO,UNIONE MONTANA ALPI DEL MARE,28-Set-2015,5,CHIUSA DI PESIO,1829,1901,3730
3,1010276200,PIEMONTE,CUNEO,UNIONE MONTANA ALPI DEL MARE,28-Set-2015,5,PEVERAGNO,2718,2763,5481
4,1010276200,PIEMONTE,CUNEO,UNIONE MONTANA ALPI DEL MARE,28-Set-2015,5,ROASCHIA,75,63,138
5,1010276200,PIEMONTE,CUNEO,UNIONE MONTANA ALPI DEL MARE,28-Set-2015,5,VALDIERI,476,448,924
1,1010276230,PIEMONTE,CUNEO,UNIONE MONTANA ALPI MARITTIME,12-Mar-2016,5,ENTRACQUE,416,391,807
2,1010276230,PIEMONTE,CUNEO,UNIONE MONTANA ALPI MARITTIME,12-Mar-2016,5,LIMONE PIEMONTE,743,747,1490
3,1010276230,PIEMONTE,CUNEO,UNIONE MONTANA ALPI MARITTIME,12-Mar-2016,5,ROBILANTE,1203,1221,2424
4,1010276230,PIEMONTE,CUNEO,UNIONE MONTANA ALPI MARITTIME,12-Mar-2016,5,ROCCAVIONE,1425,1451,2876
5,1010276230,PIEMONTE,CUNEO,UNIONE MONTANA ALPI MARITTIME,12-Mar-2016,5,VERNANTE,582,635,1217
1,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,ALBARETTO DELLA TORRE,133,126,259
2,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,ARGUELLO,102,99,201
3,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,BELVEDERE LANGHE,182,188,370
4,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,BENEVELLO,237,220,457
5,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,BERGOLO,32,35,67
6,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,BONVICINO,59,48,107
7,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,BORGOMALE,199,190,389
8,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,BOSIA,88,93,181
9,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,BOSSOLASCO,328,348,676
10,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,CAMERANA,325,330,655
11,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,CASTELLETTO UZZONE,195,170,365
12,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,CASTINO,258,242,500
13,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,CERRETTO LANGHE,242,213,455
14,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,CISSONE,44,38,82
15,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,CORTEMILIA,1168,1220,2388
16,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,COSSANO BELBO,516,514,1030
17,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,CRAVANZANA,196,212,408
18,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,FEISOGLIO,172,172,344
19,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,GORZEGNO,163,159,322
20,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,GOTTASECCA,90,84,174
21,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,IGLIANO,43,41,84
22,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,LEQUIO BERRIA,262,232,494
23,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,LEVICE,125,121,246
24,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,MOMBARCARO,131,143,274
25,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,MONESIGLIO,341,371,712
26,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,MURAZZANO,413,427,840
27,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,NIELLA BELBO,199,202,401
28,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,PAROLDO,114,114,228
29,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,PERLETTO,159,146,305
30,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,PEZZOLO VALLE UZZONE,172,182,354
31,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,PRUNETTO,233,238,471
32,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,ROCCHETTA BELBO,93,88,181
33,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,SAN BENEDETTO BELBO,96,95,191
34,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,SANTO STEFANO BELBO,2079,2176,4255
35,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,SERRAVALLE LANGHE,175,148,323
36,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,SOMANO,179,182,361
37,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,TORRE BORMIDA,108,103,211
38,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,TREZZO TINELLA,170,171,341
1,1010276130,PIEMONTE,CUNEO,UNIONE MONTANA ALTA VAL TANARO,20-Nov-2014,8,ALTO,62,59,121
2,1010276130,PIEMONTE,CUNEO,UNIONE MONTANA ALTA VAL TANARO,20-Nov-2014,8,BAGNASCO,505,533,1038
3,1010276130,PIEMONTE,CUNEO,UNIONE MONTANA ALTA VAL TANARO,20-Nov-2014,8,BRIGA ALTA,29,19,48
4,1010276130,PIEMONTE,CUNEO,UNIONE MONTANA ALTA VAL TANARO,20-Nov-2014,8,CAPRAUNA,63,57,120
5,1010276130,PIEMONTE,CUNEO,UNIONE MONTANA ALTA VAL TANARO,20-Nov-2014,8,NUCETTO,221,211,432
6,1010276130,PIEMONTE,CUNEO,UNIONE MONTANA ALTA VAL TANARO,20-Nov-2014,8,ORMEA,862,861,1723
7,1010276130,PIEMONTE,CUNEO,UNIONE MONTANA ALTA VAL TANARO,20-Nov-2014,8,PERLO,67,59,126
8,1010276130,PIEMONTE,CUNEO,UNIONE MONTANA ALTA VAL TANARO,20-Nov-2014,8,PRIOLA,361,358,719
1,1010276220,PIEMONTE,CUNEO,UNIONE MONTANA BARGE - BAGNOLO,24-Apr-2014,2,BAGNOLO PIEMONTE,2978,3062,6040
2,1010276220,PIEMONTE,CUNEO,UNIONE MONTANA BARGE - BAGNOLO,24-Apr-2014,2,BARGE,3921,3940,7861
1,1010276140,PIEMONTE,CUNEO,UNIONE MONTANA DEI COMUNI DEL MONVISO,11-Mar-2014,6,BRONDELLO,155,132,287
2,1010276140,PIEMONTE,CUNEO,UNIONE MONTANA DEI COMUNI DEL MONVISO,11-Mar-2014,6,GAMBASCA,211,197,408
3,1010276140,PIEMONTE,CUNEO,UNIONE MONTANA DEI COMUNI DEL MONVISO,11-Mar-2014,6,OSTANA,47,34,81
4,1010276140,PIEMONTE,CUNEO,UNIONE MONTANA DEI COMUNI DEL MONVISO,11-Mar-2014,6,PAESANA,1389,1479,2868
5,1010276140,PIEMONTE,CUNEO,UNIONE MONTANA DEI COMUNI DEL MONVISO,11-Mar-2014,6,PAGNO,287,285,572
6,1010276140,PIEMONTE,CUNEO,UNIONE MONTANA DEI COMUNI DEL MONVISO,11-Mar-2014,6,SANFRONT,1252,1278,2530
1,1010276240,PIEMONTE,CUNEO,UNIONE MONTANA DEL MONTE REGALE,31-Mag-2016,5,BRIAGLIA,168,156,324
2,1010276240,PIEMONTE,CUNEO,UNIONE MONTANA DEL MONTE REGALE,31-Mag-2016,5,MONASTEROLO CASOTTO,51,50,101
3,1010276240,PIEMONTE,CUNEO,UNIONE MONTANA DEL MONTE REGALE,31-Mag-2016,5,NIELLA TANARO,509,526,1035
4,1010276240,PIEMONTE,CUNEO,UNIONE MONTANA DEL MONTE REGALE,31-Mag-2016,5,SAN MICHELE MONDOVI',985,1049,2034
5,1010276240,PIEMONTE,CUNEO,UNIONE MONTANA DEL MONTE REGALE,31-Mag-2016,5,VICOFORTE,1562,1605,3167
1,1010276180,PIEMONTE,CUNEO,UNIONE MONTANA DELLE VALLI MONREGALESI,28-Gen-2015,4,MONASTERO DI VASCO,627,692,1319
2,1010276180,PIEMONTE,CUNEO,UNIONE MONTANA DELLE VALLI MONREGALESI,28-Gen-2015,4,MONTALDO DI MONDOVI',271,300,571
3,1010276180,PIEMONTE,CUNEO,UNIONE MONTANA DELLE VALLI MONREGALESI,28-Gen-2015,4,ROBURENT,259,254,513
4,1010276180,PIEMONTE,CUNEO,UNIONE MONTANA DELLE VALLI MONREGALESI,28-Gen-2015,4,TORRE MONDOVI',238,256,494
1,1010276250,PIEMONTE,CUNEO,UNIONE MONTANA MONDOLÉ,1-Giu-2016,5,FRABOSA SOPRANA,408,407,815
2,1010276250,PIEMONTE,CUNEO,UNIONE MONTANA MONDOLÉ,1-Giu-2016,5,FRABOSA SOTTANA,786,708,1494
3,1010276250,PIEMONTE,CUNEO,UNIONE MONTANA MONDOLÉ,1-Giu-2016,5,PIANFEI,1111,1111,2222
4,1010276250,PIEMONTE,CUNEO,UNIONE MONTANA MONDOLÉ,1-Giu-2016,5,ROCCAFORTE MONDOVI',1113,1035,2148
5,1010276250,PIEMONTE,CUNEO,UNIONE MONTANA MONDOLÉ,1-Giu-2016,5,VILLANOVA MONDOVI',2802,2967,5769
1,1010276170,PIEMONTE,CUNEO,UNIONE MONTANA VALLE GRANA,20-Mag-2014,8,BERNEZZO,1820,1965,3785
2,1010276170,PIEMONTE,CUNEO,UNIONE MONTANA VALLE GRANA,20-Mag-2014,8,CARAGLIO,3357,3398,6755
3,1010276170,PIEMONTE,CUNEO,UNIONE MONTANA VALLE GRANA,20-Mag-2014,8,CASTELMAGNO,53,29,82
4,1010276170,PIEMONTE,CUNEO,UNIONE MONTANA VALLE GRANA,20-Mag-2014,8,CERVASCA,2434,2370,4804
5,1010276170,PIEMONTE,CUNEO,UNIONE MONTANA VALLE GRANA,20-Mag-2014,8,MONTEMALE DI CUNEO,112,106,218
6,1010276170,PIEMONTE,CUNEO,UNIONE MONTANA VALLE GRANA,20-Mag-2014,8,MONTEROSSO GRANA,271,265,536
7,1010276170,PIEMONTE,CUNEO,UNIONE MONTANA VALLE GRANA,20-Mag-2014,8,PRADLEVES,140,132,272
8,1010276170,PIEMONTE,CUNEO,UNIONE MONTANA VALLE GRANA,20-Mag-2014,8,VALGRANA,412,405,817
1,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,ACCEGLIO,85,89,174
2,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,CANOSIO,48,34,82
3,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,CARTIGNANO,94,84,178
4,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,CELLE DI MACRA,54,39,93
5,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,DRONERO,3481,3724,7205
6,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,ELVA,51,43,94
7,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,MACRA,26,26,52
8,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,MARMORA,38,36,74
9,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,PRAZZO,83,92,175
10,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,ROCCABRUNA,775,814,1589
11,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,SAN DAMIANO MACRA,227,212,439
12,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,STROPPO,54,53,107
13,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,VILLAR SAN COSTANZO,758,744,1502
1,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,AISONE,125,129,254
2,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,ARGENTERA,43,36,79
3,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,BORGO SAN DALMAZZO,5995,6377,12372
4,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,DEMONTE,1024,1035,2059
5,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,GAIOLA,314,286,600
6,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,MOIOLA,131,121,252
7,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,PIETRAPORZIO,50,41,91
8,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,RITTANA,63,72,135
9,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,ROCCASPARVERA,370,367,737
10,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,SAMBUCO,50,50,100
11,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,VALLORIATE,65,56,121
12,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,VIGNOLO,1242,1245,2487
13,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,VINADIO,350,334,684
1,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,BELLINO,73,62,135
2,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,BROSSASCO,580,529,1109
3,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,COSTIGLIOLE SALUZZO,1682,1662,3344
4,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,FRASSINO,148,142,290
5,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,ISASCA,46,32,78
6,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,MELLE,158,168,326
7,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,PIASCO,1380,1441,2821
8,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,PONTECHIANALE,91,91,182
9,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,SAMPEYRE,527,542,1069
10,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,VENASCA,723,749,1472
11,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,VERZUOLO,3122,3287,6409
1,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,BATTIFOLLO,118,116,234
2,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,CASTELLINO TANARO,169,168,337
3,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,CASTELNUOVO DI CEVA,63,76,139
4,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,CEVA,2821,2936,5757
5,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,CIGLIE',98,98,196
6,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,LESEGNO,406,448,854
7,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,LISIO,107,107,214
8,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,MOMBASIGLIO,284,332,616
9,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,MONTEZEMOLO,146,124,270
10,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,PRIERO,240,247,487
11,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,ROASCIO,45,38,83
12,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,ROCCA CIGLIE',70,84,154
13,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,SALE DELLE LANGHE,278,247,525
14,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,SALE SAN GIOVANNI,88,90,178
15,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,SALICETO,668,714,1382
16,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,SCAGNELLO,105,102,207
